time,open,high,low,close,volume,tbbav
2026-01-14 08:00:00+00:00,95205.11,95315.15,94900.0,94900.01,380.43239,142.13383
2026-01-14 09:00:00+00:00,94900.01,95186.51,94870.01,95088.24,468.07232,197.65651
2026-01-14 10:00:00+00:00,95088.24,95291.98,94888.0,95091.75,526.44388,310.79546
2026-01-14 11:00:00+00:00,95091.49,95091.49,94737.95,94792.99,381.08629,168.36051
2026-01-14 12:00:00+00:00,94793.0,95154.78,94680.67,95077.56,424.37035,230.619
2026-01-14 13:00:00+00:00,95077.56,95241.7,94890.68,94998.19,454.3002,186.78505
2026-01-14 14:00:00+00:00,94998.2,96827.0,94982.56,96493.15,2348.26402,1381.64993
2026-01-14 15:00:00+00:00,96493.14,97084.68,96188.25,96764.57,2804.69067,1727.412
2026-01-14 16:00:00+00:00,96764.57,97693.66,96730.77,97293.24,2448.97546,1363.41937
2026-01-14 17:00:00+00:00,97293.23,97777.0,96800.0,96956.07,2017.29615,1073.86833
2026-01-14 18:00:00+00:00,96956.07,97110.0,96246.56,96806.55,1150.91366,599.36692
2026-01-14 19:00:00+00:00,96806.54,97640.68,96688.36,97267.42,1063.44638,624.3338
2026-01-14 20:00:00+00:00,97267.42,97924.49,97209.25,97655.28,1157.33493,637.39155
2026-01-14 21:00:00+00:00,97655.27,97717.72,97390.0,97564.0,494.72849,234.54548
2026-01-14 22:00:00+00:00,97563.99,97587.34,96772.02,96878.34,1038.79474,398.95589
2026-01-14 23:00:00+00:00,96878.34,97371.33,96865.34,96951.78,437.21023,220.79062
2026-01-15 00:00:00+00:00,96951.78,97000.0,96500.0,96658.03,798.45682,396.09145
2026-01-15 01:00:00+00:00,96658.03,96959.09,96297.32,96445.31,701.30226,291.34379
2026-01-15 02:00:00+00:00,96445.32,96617.06,96095.8,96339.91,530.33501,257.91991
2026-01-15 03:00:00+00:00,96339.92,96393.58,95777.0,95985.1,791.5879,311.35652
2026-01-15 04:00:00+00:00,95985.11,96387.42,95952.89,96316.27,483.75975,275.13379
2026-01-15 05:00:00+00:00,96316.27,96510.57,96247.64,96429.71,419.70339,226.49686
2026-01-15 06:00:00+00:00,96429.71,96588.45,96172.41,96243.78,473.63021,242.60438
2026-01-15 07:00:00+00:00,96243.79,96760.15,96191.79,96630.48,679.19921,316.24045
2026-01-15 08:00:00+00:00,96630.47,96662.0,96289.98,96643.0,760.49437,368.91745
2026-01-15 09:00:00+00:00,96643.01,97193.34,96559.19,97040.75,1029.77719,643.49837
2026-01-15 10:00:00+00:00,97040.75,97070.39,96750.0,96818.68,414.89635,171.31332
2026-01-15 11:00:00+00:00,96818.68,96935.39,96580.03,96581.08,588.17595,254.60254
2026-01-15 12:00:00+00:00,96581.07,96994.65,96525.24,96981.65,332.6743,177.69153
